Year,Rank,Company,Leadership,Country,Defense_Revenue_From_A_Year_Ago,Defense_Revenue_From_Two_Years_Ago,%Defense Revenue Change,Total Revenue,%of Revenue from Defence
2007,71,The Aerospace Corp. 6,"William Ballhaus, President and CEO",U.S.,580.9,524.0,,663.9,87.5
2007,72,Ruag Suisse 14,"Ko-ad Peter, Chairman",Switzerland,580.7,"1,082.8",,907.3,64.0
2007,73,Fincantieri,"Giuseppe Bono, CEO",Italy,576.2,615.3,,"2,687.3",21.4
2007,74,Babcock International Group 4,"Peter Rogers, CEO",U.K.,563.7,761.5,,"1,428.0",39.5
2007,75,Cubic 6,"Walter Zable, Chairman, President and CEO",U.S.,543.4,452.9,,804.0,67.6
2007,76,Bharat Electronics 4,"Y. Gopala Rao, Chairman and Managing Director",India,541.8,519.4,,774.0,70.0
2007,77,Sevmash 9,"Vladimir Pastukhov, Director",Russia,528.7,-,,665.9,79.4
2007,78,Curtiss-Wright,"Martin Benante, Chairman and CEO",U.S.,520.0,440.0,,"1,131.0",46.0
2007,79,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,519.0,473.2,,589.2,88.1
2007,80,Aviation Holding Company Sukhoi 9,"Mikhail Pogosyan, Director",Russia,514.8,"1,469.0",,553.5,93.0
2007,81,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,510.6,437.1,,"1,206.5",42.3
2007,82,AAI,"Frederick M. Strader, President and CEO",U.S.,480.0,355.0,,517.0,92.8
2007,83,Jacobs Engineering Group 6 12,"Noel Watson, Chairman and CEO",U.S.,479.0,544.0,,"5,635.0",8.5
2007,84,CAE 4,"Robert Brown, President and CEO",Canada,452.3,383.0,,948.4,47.7
2007,85,ADI,"Lucio Di Bartolomeo, Managing Director",Australia,438.9,511.8,,466.7,94.0
2007,86,Severnaya Verf 9,Alexander Buzakov,Russia,436.1,-,,445.9,97.8
2007,87,Tactical Missiles 9,"Boris Obnosov, Director",Russia,423.8,-,,448.5,94.5
2007,88,Toshiba 4 5,"Atsutoshi Nishida, President and CEO",Japan,421.1,385.9,,"53,958.5",0.8
2007,89,Embraer 14,"MaurÃ­cio Novis Botelho, President and CEO",Brazil,406.0,365.8,,"3,829.9",10.6
2007,90,BearingPoint 17,"Harry You, CEO",U.S.,405.6,328.5,,-,-
2007,91,Aerospace Equipment 9,"Sergei Bodrunov, Director",Russia,397.3,444.2,,575.8,69.0
2007,92,Israel Military Industries,"Avi Felderi, acting CEO",Israel,379.0,399.1,,379.0,100.0
2007,93,MAN Group,"HÃ¥kan Samuelsson, Chairman",Germany,371.1,-,,"2,046.6",18.1
2007,94,Ball Corp. 18,"David Hoover, Chairman, President and CEO",U.S.,361.4,344.7,,"5,751.2",6.3
2007,95,Orbital Sciences,"David Thompson, Chairman and CEO",U.S.,350.0,365.1,,703.4,49.8
2007,96,MMPP Salyut 9,"Yuri Yeliseyev, Director",Russia,346.2,-,,396.6,87.3
2007,97,Universal Shipbuilding Corp. 4 5,"Kamijo Takehiko, President",Japan,337.7,-,,"1,251.2",27.0
2007,98,ARINC,"John Belcher, Chairman and CEO",U.S.,330.1,532.0,,891.0,37.0
2007,99,Indra Sistemas 14,"Javier MonzÃ³n, CEO",Spain,303.3,313.8,,"1,424.0",21.3
2007,100,Ishikawajima-Harima Heavy Industries 4 5,"Mototsugu Ito, President",Japan,296.0,458.5,,"9,586.4",3.1
2006,1,Lockheed Martin,"Robert J. Stevens, Chairman and CEO",U.S.,"34,050.00","30,097.00",,"35,526.00",95.8%
2006,2,Boeing (1),"W. James McNerney, Chairman, President and CEO",U.S.,"30,464.00","27,360.00",,"52,457.00",58.1
2006,3,Northrop Grumman,"Ronald D. Sugar, Chairman, CEO, and President",U.S.,"22,126.00","18,700.00",,"29,900.00",74.0
2006,4,BAE Systems,"Mike Turner, CEO",U.K.,"20,344.8","17,159.00",,"25,431.00",80.0
2006,5,Raytheon,"William H. Swanson, Chairman and CEO",U.S.,"18,771.00","16,896.00",,"20,245.00",92.7
2006,6,General Dynamics,"Nicholas D. Chabraja, Chairman and CEO",U.S.,"15,000.00","12,782.00",,"19,178.00",78.2
2006,7,EADS (2),"Thomas Enders and No'l Forgeard, co-CEOs",Netherlands,"10,505.9","8,036.5",,"43,387.9",24.2
2006,8,Honeywell,"David M. Cote, Chairman and CEO",U.S.,"10,240.4","4,200.0",,"25,601.0",40.0
2006,9,Thales,"Denis Ranque, Chairman and CEO",France,"8,868.6","8,476.0",,"14,053.3",63.1
2006,10,Halliburton (3),"David J. Lesnar, Chairman, President and CEO",U.S.,"8,000.0","2,700.0",,"20,446.0",39.1
2006,11,Finmeccanica,Pier Francesco Guarguaglini. Chairman and CEO,Italy,"7,670.6","5,895.5",,"12,807.6",59.9
2006,12,United Technologies,"George David, Chairman and CEO",U.S.,"6,740.0","5,300.0",,"37,445.0",18.0
2006,13,L-3 Communications,"Frank Lanza, Chairman and CEO",U.S.,"6,133.8","4,369.2",,"6,897.0",88.9
2006,14,Science Applications International Corp. (4),"Ken Dahlberg, CEO and President",U.S.,"4,686.0","3,735.0",,"7,187.0",65.2
2006,15,Computer Sciences Corp. (5),"Van B. Honeycutt, Chairman and CEO",U.S.,"3,779.0","3,818.0",,"14,768.0",25.6
2006,16,DCN,"Jean-Marie Poimbouef, President and CEO",France,"3,547.4","2,084.5",,"3,547.4",100
2006,17,General Electric (6),"Jeffrey R. Immelt, Chairman and CEO",U.S.,"3,400.0","3,100.0",,"15,500.0",21.9
2006,18,Rolls-Royce,"Sir John Rose, CEO",U.K.,"3,069.0","2,489.9",,"11,366.9",27.0
2006,19,"Misubishi Heavy Industries (5,7)","Kazuo Tsukuda, President",Japan,"2,516.7","2,667.4",,"25,323.6",9.9
2006,20,Alliant Techsystems (5),"Daniel J. Murphy Jr., Chairman and CEO",U.S.,"2,516.0","2,102.0",,"2,081.0",89.9
2006,21,ITT Industries,"Steve R. Loranger, Chairman, President and CEO",U.S.,"2,414.0","1,790.9",,"6,740.1",35.8
2006,22,United Defense Industries (8),"Thomas W. Rabaut, President and CEO",U.S,"2,292.0","2,052.6",,"2,292.0",100.0
2006,23,Snecma (9),"Jean-Paul BÃ©chat, Chairman and CEO",France,"2,183.0","1,845.9",,"9,277.9",23.5
2006,24,Titan (10),"Gene W. Ray, Chairman, President and CEO",France,"2,004.0","1,113.0",,"2,047.0",97.9
2006,25,Saab,"Ã…ke Svensson, President and CEO",Sweden,"1,900.0","1,380.0",,"4,200.0",64.3
2006,26,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,"1,882.8","2,014.1",,"4,652.6",40.5
2006,27,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,"1,828.3","2,009.1",,"4,720.8",38.7
2006,28,Booz Allen Hamilton (5),"Ralph W. Shrader, Chairman and CEO",U.S.,"1,767.0","1,355.0",,"3,300.0",53.5
2006,29,Bechtel Group (3),"Riley Bechtel, Chairman and CEO",U.S.,"1,742.5",910.4,,"17,400.0",10.0
2006,30,SAGEM (9),"GrÃ©goire Olivier, Chairman and CEO",France,"1,584.0","1,359.0",,"4,870.9",32.5
2006,31,Electronic Data Systems (3),"Michael H. Jordan, Chairman and CEO",U.S.,"1,538.3",772.1,,"20,669.0",7.4
2006,32,Rockwell Collins (11),"Clayton M. Jones, Chairman, President, and CEO",U.S.,"1,535.0","1,270.0",,"2,604.0",58.9
2006,33,Textron (12),"Lewis B. Campbell, Chairman, President and CEO",U.S.,"1,500.0","1,600.0",,"10,242.0",14.6
2006,34,Aviation Holding Company Sukhoi (13),"Mikhail Pogosyan, Director",Russia,"1,469.0","1,425.0",,"1,499.0",98.0
2006,35,URS (14),"Martin M. Koffel, Chairman and CEO",U.S.,"1,460.0","1,230.0",,"3,300.0",44.2
2006,36,Harris (15),"Howard L. Lance, Chairman, President and CEO",U.S.,"1,445.0","1,100.0",,"2,518.6",57.4
2006,37,Goodrich,"Marshall O. Larsen, Chairman, President and CEO",U.S.,"1,400.0","1,300.0",,"4,700.0",29.8
2006,38,QinetiQ (5),"Sir John Chisolm, CEO",U.K.,"1,399.1","1,161.4",,"1,639.2",85.4
2006,39,Israel Aircraft Industries,"Moshe Keret, President and CEO",Israel,"1,379.0","1,308.0",,"2,056.0",67.1
2006,40,"Kawasaki Heavy Industries (5,7)","Masamoto Tazaki, President and CEO",Japan,"1,329.0","1,096.5",,"11,547.6",11.5
2006,41,DRS Technologies (5),"Mark S. Newman, Chairman, President, and CEO",U.S.,"1,258.0",940.2,,"1,308.6",96.1
2006,42,Smiths Group (16),"Keith Butler-Wheelhouse, CEO",U.K.,"1,243.1","1,778.2",,4972.4,25.0
2006,43,Anteon,"Joseph Kampf, President and CEO",U.S.,"1,124.8",927.0,,"1,268.1",88.7
2006,44,Washington Group International,"Stephen G. Hanks, President and CEO",U.S.,"1,109.7","1,048.0",,"2,915.2",38.1
2006,45,RUAG,"Konrad Peter, Chairman",Switzerland,"1,082.8",838.1,,"1,691.9",64.0
2006,46,VT Group (5),"Paul Lester, CEO",U.K.,"1,048.4",857.8,,"1,397.9",75
2006,47,ThyssenKrupp,"Ekkehard Schulz, CEO",Germany,"1,028.8","1,110.0",,"53,620.9",1.9
2006,48,"Mitsubishi Electric (5,7)","Tamotsu Nomakuchi, President and CEO",Japan,959.8,898.6,,"31,720.6",3.0
2006,49,Cobham,"Allen Cook, CEO",U.K.,946.9,742.7,,"1,893.8",50.0
2006,50,Almaz-Antei (13),"Vladislav Menschikov, Director",Russia,929.0,NA,,"1,327.0",70.0
2006,51,Hindustan Aeronautics (5),"Ashok K. Baweja, Chairman and Managing Director",India,918.0,738.0,,"1,020.0",90.0
2006,52,OshKosh Truck (11),"Robert G. Bohn, Chairman, President and CEO",U.S.,905.0,657.0,,"2,700.0",33.5
2006,53,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,882.6,903.6,,"1,800.7",49.0
2006,54,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,876.3,848.0,,939.9,93.2
2006,55,IZAR Construcctiones Navales (17),"Juan Pedro Gomez Jaen, President",Spain,851.4,739.0,,"1,528.1",55.7
2006,56,"NEC (5,7)","Akinobu Kanasugi, President",Japan,842.6,533.1,,"45,155.3",1.9
2006,57,Engineered Support Systems (14),"Gerald A. Potthoff, Vice Chairman and CEO",U.S.,830.6,555.2,,883.6,94.0
2006,58,Krauss-Maffei Wegmann,"Manfred Bode, Chairman and CEO",Germany,818.6,791.1,,818.6,100.0
2006,59,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,804.9,915.4,,804.9,100.0
2006,60,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,800.0,830.0,,800.0,100.0
2006,61,GKN Group 11,"Kevin Smith, CEO",U.K.,791.7,"1,533.7",,"7,917.4",10.0
2006,62,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,781.0,683.1,,"2,169.4",36.0
2006,63,ManTech International,"George J. Pedersen, Chairman and CEO",U.S.,773.3,639.9,,842.4,91.8
2006,64,"CACI (3,15)","J.P. London, Chairman, President and CEO",U.S.,771.9,536.3,,"1,145.8",67.4
2006,65,Babcock International Group (5),"Peter Rogers, CEO",U.K.,761.5,602.6,,"1,428.0",53.3
2006,66,Irkut (13),"Oleg Demchenko, Director",Russia,624.5,468.4,,643.8,97.0
2006,67,Fincantieri,"Giuseppe Bono, CEO",Italy,615.3,632.9,,"2,970.3",20.7
2006,68,Armor Holdings,"Warren B. Kanders, Chairman and CEO",U.S.,605.0,91.0,,980.0,61.7
2006,69,Ericsson,"Carl-Henric Svanberg, President and CEO",Sweden,600.0,439.1,,"1,650.0",36.4
2006,70,"MITRE (11,18)","Martin C. Faga, President and CEO",U.S.,592.1,533.7,,870.7,68.0
2006,71,Battelle (11),"Carl F. Kohrt, President and CEO",U.S.,581.0,472.0,,"2,900.0",20.0
2006,72,Korea Aerospace Industries,"Hae Joo Chung, President and CEO",South Korea,557.8,596.5,,626.0,89.1
2006,73,Stewart & Stevenson Services,"Max L. Lukens, President and CEO",U.S.,549.0,446.0,,"1,160.0",47.3
2006,74,Jacobs Engineering Group (11),"Noel G. Watson, Chairman and CEO",U.S.,544.0,494.0,,710.0,76.6
2006,75,ARINC,"John M. Belcher, Chairman and CEO",U.S.,532.0,347.1,,734.0,72.5
2006,76,The Aerospace Corp. (11),"William F. Ballhaus Jr., President and CEO",U.S.,524.0,510.0,,615.0,85.2
2006,77,Bharat Electronics (5),"Y. Gopala Rao, Chairman and Managing Director",India,519.4,434.2,,742.0,70.0
2006,78,ADI,"Lucio Di Bartolomeo, Managing Director",Australia,511.8,496.7,,536.4,95.4
2006,79,Tenix Defence (15),"Robert Salteri, CEO",Australia,495.3,380.3,,762.0,65.0
2006,80,EDO,"James M. Smith, Chairman, President and CEO",U.S.,489.0,415.0,,536.0,91.2
2006,81,Kongsberg Gruppen,"Jan Erik Korssjoen, CEO",Norway,478.0,456.1,,"1,000.0",47.8
2006,82,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,473.2,399.0,,614.6,77.0
2006,83,"Ishikawajima-Harima Heavy Industries (5,7)","Mototsugu Ito, President and CEO",Japan,458.5,342.8,,"10,128.4",4.5
2006,84,Cubic (11),"Walter J. Zable, Chairman, President and CEO",U.S.,452.9,365.1,,722.0,62.7
2006,85,Aerospace Equipment (13),"Sergei Bodrunov, Director",Russia,444.2,488.9,,583.0,76.2
2006,86,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,437.1,387.0,,"1,016.6",43.0
2006,87,Meggitt,"Terry Twigger, CEO",U.K.,415.3,314.6,,922.8,45.0
2006,88,RSK MiG (13),"Alexei Fyodorov, Director",Russia,403.0,NA,,427.4,94.3
2006,89,Israel Military Industries Ltd.,"Ehud (Udi) Ganani, President and CEO",Israel,399.1,469.0,,399.1,100.0
2006,90,BearingPoint (15),"Harry L. You, CEO",U.S.,398.5,328.5,,"3,450.0",11.6
2006,91,"Toshiba (5,7)","Atsutoshi Nishida, President and CEO",Japan,385.9,368.3,,"54,279.2",0.7
2006,92,CAE (5),"Robert E. Brown, President and CEO",Canada,383.0,361.6,,810.6,47.2
2006,93,Embraer,"Maur'cio Novis Botelho, President and CEO",Brazil,365.8,NA,,"3,440.0",10.6
2006,94,Orbital Sciences,"David W. Thompson, Chairman and CEO",U.S.,365.1,261.6,,676.0,54.0
2006,95,Patria,"Jorma Wiitakorpi, CEO",Finland,360.0,NA,,400.0,90.0
2006,96,AAI,"Frederick M. Strader, President and CEO",U.S.,355.0,282.0,,385.0,92.2
2006,97,Admiralteiske Verfi (13),"Vladimir Alexandrov, Director",Russia,354.4,NA,,404.6,87.6
2006,98,Ufa MPO (13),"Yuri Puvstogarov, Director",Russia,345.7,390.6,,363.9,95.0
2006,99,Ball Corp.,"R. David Hoover, Chairman, President and CEO",U.S.,344.7,307.0,,"5,440.2",6.3
2006,100,"Komatsu (5,7)","Masahiro Sakane, President and CEO",Japan,322.7,356.0,,"9,623.3",3.4
2005,1,Lockheed Martin,"Vance D. Coffman, Chairman and CEO",U.S.,"30,097.0","23,337.0",,"31,824.0",94.6%
2005,2,Boeing,"Harry C. Stonecipher, President and CEO",U.S.,"27,360.0","22,033.0",,"50,500.0",54.2
2005,3,Northrop Grumman,"Ronald D. Sugar, Chairman, CEO, and President",U.S.,"18,700.0","12,278.1",,"26,200.0",71.4
2005,4,BAE Systems (1),"Mike Turner, CEO",U.K.,"17,159.0","15,036.4",,"22,359.3",76.7
2005,5,Raytheon,"William H. Swanson, Chairman and CEO",U.S.,"16,896.0","15,291.0",,"18,100.0",93.3
2005,6,General Dynamics,"Nicholas D. Chabraja, Chairman and CEO",U.S.,"12,782.0","9,800.0",,"16,617.0",76.9
2005,7,Thales,"Denis Ranque, Chairman and CEO",France,"8,476.0","7,652.6",,"13,310.4",63.7
2005,8,EADS,"Philippe Camus and Rainer Hertrich, co-CEOs",Netherlands,"8,036.5","6,289.8",,"37,796.6",21.3
2005,9,Finmeccanica (2),"Pier Francesco Guarguaglini, Chairman and CEO",Italy,"5,895.5","3,894.4",,"10,856.8",54.3
2005,10,United Techologies (3),"George David, Chairman and CEO",U.S.,"5,300.0","3,600.0",,"31,034.0",17.1
2005,11,L-3 Communications,"Frank C. Lanza, Chairman and CEO",U.S.,"4,369.2","3,581.0",,"5,061.6",86.3
2005,12,Honeywell,"David M. Cote, Chairman and CEO",U.S.,"4,200.0","3,800.0",,"23,100.0",18.2
2005,13,Computer Sciences Corp. (4),"Van B. Honeycutt, Chairman and CEO",U.S.,"3,818.0","1,904.9",,"14,800.0",25.8
2005,14,Science Applications International Corp. (5),"K.C. Dahlberg, CEO and President",U.S.,"3,735.0","3,045.0",,"6,720.0",55.6
2005,15,General Electric (6),"Jeffrey R. Immelt, Chairman and CEO",U.S.,"3,100.0","2,800.0",,"134,200.0",2.3
2005,16,"Halliburton (7,8)","David J. Lesar, Chairman, President, and CEO",U.S.,"2,700.0",483.7,,"16,271.0",16.6
2005,17,"Mitsubishi Heavy Industries (4,9)","Kazuo Tsukuda, President",Japan,"2,667.4","2,903.3",,"22,473.6",11.9
2005,18,Rolls-Royce,"Sir John Rose, CEO",U.K.,"2,489.9","2,207.7",,"9,959.6",25.0
2005,19,Alliant Techsystems (4),"Daniel J. Murphy Jr., CEO",U.S.,"2,102.0","1,820.0",,"2,366.0",88.8
2005,20,DCN,"Jean-Marie Poimboeuf, President and CEO",France,"2,084.5","2,286.3",,"2,084.5",100.0
2005,21,United Defense Industries,"Thomas W. Rabaut, President and CEO",U.S.,"2,052.6","1,725.0",,"2,052.6",100.0
2005,22,Rheinmetall DeTec,"Klaus Eberhardt, CEO",Germany,"2,014.1","1,758.1",,"5,334.2",37.8
2005,23,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,"2,009.1","1,269.5",,"4,143.8",48.5
2005,24,Snecma,"Jean-Paul BÃ©chat, Chairman and CEO",France,"1,845.9","1,295.7",,"8,036.5",23.0
2005,25,ITT Industries,"Louis J. Giuliano, Chairman, President, and CEO",U.S.,"1,790.9","1,513.9",,"5,626.6",31.8
2005,26,Smiths Industries (10),"Keith Butler-Wheelhouse, CEO",U.K.,"1,778.2","1,117.0",,"4,235.2",42.0
2005,27,Textron,"Lewis B. Campbell, Chairman, President, and CEO",U.S.,"1,600.0","1,608.0",,"9,859.0",16.2
2005,28,GKN Group (11),"Kevin Smith, CEO",U.K.,"1,533.7","2,084.5",,"7,668.7",20.0
2005,29,Aviation Holding Company Sukhoi (12),"Mikhail Pogosyan, General Director",Russia,"1,425.0",988.0,,"1,500.0",95.0
2005,30,Saab,"Ã…ke Svensson, President and CEO",Sweden,"1,380.0","1,415.7",,"1,725.0",80.0
2005,31,SAGEM,"GrÃ©goire Olivier, Chairman and CEO",France,"1,359.9","1,046.2",,"3,993.1",34.1
2005,32,Booz Allen Hamilton (4),"Ralph W. Shrader, Chairman and CEO",U.S.,"1,355.0","1,026.0",,"2,700.0",50.2
2005,33,Israel Aircraft Industries,"Moshe Keret, President and CEO",Israel,"1,308.0","1,254.0",,"1,868.0",70.0
2005,34,Goodrich,"Marshall O. Larsen, Chairman, President, and CEO",U.S.,"1,300.0","1,000.0",,"4,383.0",29.7
2005,35,Rockwell Collins (11),"Clayton M. Jones, Chairman, President, and CEO",U.S.,"1,270.0","1,115.0",,"2,542.0",50.0
2005,36,URS (13),"Martin M. Koffel, Chairman, CEO, and President",U.S.,"1,230.0","1,200.0",,"3,200.0",38.4
2005,37,QinetiQ,"Sir John Chrisholm, CEO",U.K.,"1,161.4","1,007.9",,"1,380.1",84.2
2005,38,Titan,"Gene W. Ray, Chairman, President, and CEO",U.S.,"1,113.0","1,320.0",,"1,800.0",61.8
2005,39,ThyssenKrupp Werften,"Dr. Klaus Borgschulte, CEO",Germany,"1,110.0",955.0,,"6,152.9",18.0
2005,40,Harris (14),"Howard L. Lance, President and CEO",U.S.,"1,100.0","1,012.7",,"2,093.0",52.6
2005,41,"Kawasaki Heavy Industries (4,9)","Masamoto Tazaki, President and CEO",Japan,"1,096.5",919.6,,"10,986.2",10.0
2005,42,Washington Group International,"Stephen G. Hanks, President and CEO",U.S.,"1,048.0",918.0,,"2,501.0",41.9
2005,43,DRS Technologies (4),"Mark S. Newman, Chairman, President, and CEO",U.S.,940.2,608.2,,"1,001.3",93.9
2005,44,Anteon,"Joseph M. Kampf, President and CEO",U.S.,927.0,661.0,,"1,042.0",89.0
2005,45,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,915.4,814.5,,915.4,100.0
2005,46,Bechtel Group (7),"Riley Bechtel, Chairman and CEO",U.S.,910.4,"1,029.7",,"16,300.0",5.6
2005,47,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,903.6,864.8,,"1,655.1",54.6
2005,48,"Mitsubishi Electric (4,9)","Tamotsu Nomakuchi, President and CEO",Japan,898.6,613.4,,"31,338.4",2.9
2005,49,VT Group (4),"Paul Lester, CEO",U.K.,857.8,708.7,,"1,225.4",70.0
2005,50,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,848.0,779.3,,898.0,94.4
2005,51,Ruag Suisse,"Toni J. Wicki, CEO",Switzerland,838.1,541.0,,974.5,86.0
2005,52,Rafael Armament Development Authority,"Giora Shalgi, President and CEO",Israel,830.0,760.0,,830.0,100.0
2005,53,Krauss-Maffei Wegmann,"Dr. Manfred Bode, Chairman and CEO",Germany,791.1,631.1,,791.1,100.0
2005,54,Electronic Data Systems (7),"Michael H. Jordan, Chairman and CEO",U.S.,772.1,468.4,,"21,476.0",3.6
2005,55,Cobham,"Allen Cook, CEO",U.K.,742.7,582.1,,"1,480.8",50.2
2005,56,IZAR Construcciones Navales,"Juan Pedro GÃ³mez JaÃ©n, Chairman and CEO",Spain,739.0,472.9,,"2,173.6",34.0
2005,57,Hindustan Aeronautics (4),"N.R. Mohanty, Chairman",India,738.0,531.3,,820.0,90.0
2005,58,Diehl Stiftung,"Dr.-Ing. E.h.Thomas Diehl, President and CEO",Germany,683.1,694.0,,"2,009.1",34.0
2005,59,Oshkosh Truck (11),"Robert G. Bohn, Chairman, President, and CEO",U.S.,657.0,700.0,,"1,926.0",34.1
2005,60,ManTech International,"George J. Pedersen, Chairman, CEO, and President",U.S.,639.9,433.2,,701.6,91.2
2005,61,Fincantieri,"Giuseppe Bono, CEO",Italy,632.9,517.9,,"2,942.1",21.5
2005,62,Alvis,"N.M. Prest, Chairman and CEO",U.K.,620.7,362.1,,620.7,100.0
2005,63,Babcock International Group (4),"Peter Rogers, CEO",U.K.,602.6,483.8,,753.2,80.0
2005,64,Korea Aerospace Industries,"Kil Hyoung-Bo, President and CEO",Korea,596.5,712.0,,669.8,89.1
2005,65,Indra Sistemas,"Regino Moranchel, CEO",Spain,567.3,214.1,,"1,232.3",46.0
2005,66,Engineered Support Systems (13),"Gerald E. Daniels, CEO",U.S.,555.2,391.6,,572.7,96.9
2005,67,CACI (7),"Dr. J.P. London, Chairman, President and CEO",U.S.,536.3,NA,,843.1,63.6
2005,68,MITRE (11),"Martin C. Faga, President and CEO",U.S.,533.7,485.0,,784.6,68.0
2005,69,"NEC (4,9)","Akinobu Kanasugi, President",Japan,533.1,404.7,,"46,461.7",1.1
2005,70,Denel,"Victor Moche, CEO",S. Africa,519.2,277.4,,665.7,78.0
2005,71,The Aerospace Corp. (11),"Dr. William F. Ballhaus Jr., President and CEO",U.S.,510.0,453.0,,582.0,87.6
2005,72,ADI,"Lucio Di Bartolomeo, CEO",Australia,496.7,343.0,,533.5,93.1
2005,73,Jacobs Engineering Group (11),"Noel G. Watson, CEO",U.S.,494.0,842.3,,"1,884.8",26.2
2005,74,Aerospace Equipment (12),"Sergei Bodrunov, General Director",Russia,488.9,482.4,,582.0,84.0
2005,75,Israel Military Industries,"Dr. Ehud (Udi) Ganani, President and CEO",Israel,480.1,410.3,,513.1,93.6
2005,76,Battelle (11),"Carl F. Kohrt, President and CEO",U.S.,472.0,405.0,,"1,300.0",36.3
2005,77,Irkut (12),"Alexei Fyodorov, President",Russia,468.4,505.8,,502.0,93.3
2005,78,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,456.1,441.6,,991.5,46.0
2005,79,Stewart & Stevenson Services (11),"Max L. Lukens, President and CEO",U.S.,446.0,439.9,,"1,175.0",38.0
2005,80,Ericsson,"Carl-Henric Svanberg, CEO and President",Sweden,439.1,333.5,,"16,263.5",2.7
2005,81,Bharat Electronics (4),"Y. Gopala Rao, Chairman and Managing Director",India,434.2,382.9,,620.2,70.0
2005,82,EDO,"James M. Smith, Chairman, President, and CEO",U.S.,415.0,296.0,,460.7,90.1
2005,83,Ultra Electronic Holdings,"Julian Blogh, CEO",U.K.,399.0,338.4,,505.1,79.0
2005,84,Ufa MPO (12),"Valery Lesunov, General Director",Russia,390.6,325.0,,406.5,96.1
2005,85,Teledyne Technologies (3),"Robert Mehrabian, Chairman, President, and CEO",U.S.,387.0,300.0,,841.0,46.0
2005,86,Tenix Defence (14),"Robert Salteri, CEO",Australia,380.3,433.6,,560.4,67.9
2005,87,"Toshiba (4,9)","Tadashi Okamura, President and CEO",Japan,368.3,415.6,,"52,831.2",0.7
2005,88,Cubic (11),"Walter J. Zable, Chairman, President, and CEO",U.S.,365.1,314.4,,634.0,57.6
2005,89,CAE (4),"Derek H. Burney, President and CEO",Canada,361.6,416.8,,835.9,43.3
2005,90,"Komatsu (4,9)","Masahiro Sakane, President and CEO",Japan,356.0,297.9,,"11,328.6",3.1
2005,91,ARINC,"John M. Belcher, Chairman and CEO",U.S.,347.1,372.0,,636.5,54.5
2005,92,"Ishikawajima-Harima Heavy Industries (4,9)","Mototsugu Ito, President and CEO",Japan,342.8,439.8,,"9,918.0",3.5
2005,93,Uralvagonzavod (12),"Nikolai Malykh, General Director",Russia,332.9,271.0,,749.7,44.4
2005,94,BearingPoint (14),"Randolph C. Blazer, Chairman and CEO",U.S.,328.5,304.3,,"3,139.3",10.5
2005,95,Meggitt,"Terry Twigger, CEO",U.K.,314.6,232.8,,715.0,44.0
2005,96,Silicon Graphics (14),"Robert Bishop, Chairman and CEO",U.S.,314.0,354.0,,962.0,32.6
2005,97,"Fuji Heavy Industries (4,9)","Kyoji Takenaka, President and CEO",Japan,272.7,280.4,,"13,629.9",2.0
2005,98,Tadiran Communications,"Hezi Hermoni, CEO and President",Israel,272.2,225.8,,"1,192.1",22.8
2005,99,MMPP Salyut (12),"Yuri Yeliseyev, General Director",Russia,268.8,307.7,,420.0,64.0
2005,100,Baltiisky Zavod (12),"Oleg Shulyakovsky, General Director",Russia,260.0,NA,,309.5,84.0
